model,dataset,scene,frame,reset,tier,n_gt,fresh_f1,reuse_f1,f1_gap,fresh_miou,reuse_miou,miou_gap,baseline_ms,optimized_ms,speedup,baseline_power_w,optimized_power_w,power_reduction_percent,baseline_energy_j,optimized_energy_j,energy_reduction_percent
pointpillars,nuscenes,scene-1100,60,1,3,24,0.6364,0.6364,0.0,0.5434,0.5434,0.0,205.49,207.33,0.991,41.542,41.103,1.058,8.536584,8.521832,0.173
pointpillars,nuscenes,scene-1100,61,0,3,24,0.6977,0.6512,0.0465,0.5365,0.5204,0.0161,211.42,73.55,2.875,40.551,48.396,-19.345,8.573413,3.559372,58.484
pointpillars,nuscenes,scene-1100,62,0,3,24,0.7442,0.6829,0.0613,0.5383,0.5491,-0.0108,208.75,76.0,2.747,39.845,49.866,-25.151,8.317551,3.789639,54.438
pointpillars,nuscenes,scene-1100,63,0,3,24,0.7143,0.6047,0.1096,0.5268,0.5272,-0.0004,205.79,75.76,2.716,40.748,44.136,-8.314,8.385594,3.343709,60.126
pointpillars,nuscenes,scene-1100,64,0,3,24,0.7391,0.6522,0.087,0.5261,0.5198,0.0063,202.34,71.22,2.841,40.782,46.041,-12.895,8.251775,3.279168,60.261
pointpillars,nuscenes,scene-1100,65,1,3,23,0.8095,0.8095,0.0,0.5481,0.5481,0.0,201.95,206.89,0.976,39.515,40.132,-1.563,7.98011,8.303056,-4.047
pointpillars,nuscenes,scene-1100,66,0,3,23,0.7143,0.6829,0.0314,0.5335,0.5225,0.011,210.4,74.93,2.808,40.692,43.771,-7.567,8.561481,3.279718,61.692
pointpillars,nuscenes,scene-1100,67,0,3,24,0.7391,0.7805,-0.0414,0.5483,0.4988,0.0495,223.9,75.2,2.978,39.918,46.607,-16.756,8.937693,3.504679,60.788
pointpillars,nuscenes,scene-1100,68,0,3,24,0.7442,0.75,-0.0058,0.5277,0.459,0.0687,202.52,77.97,2.597,40.096,45.967,-14.644,8.120014,3.584025,55.862
pointpillars,nuscenes,scene-1100,69,0,3,24,0.7556,0.6818,0.0737,0.5316,0.5332,-0.0017,213.3,71.92,2.966,41.374,45.581,-10.168,8.825339,3.27841,62.852
pointpillars,nuscenes,scene-1100,70,1,3,25,0.6818,0.6818,0.0,0.5732,0.5732,0.0,202.31,208.29,0.971,41.228,39.411,4.408,8.34083,8.208772,1.583
pointpillars,nuscenes,scene-1100,71,0,3,25,0.6512,0.619,0.0321,0.5725,0.5305,0.042,206.52,67.81,3.046,39.248,45.615,-16.221,8.105462,3.09313,61.839
pointpillars,nuscenes,scene-1100,72,0,3,25,0.7143,0.7442,-0.0299,0.5637,0.4586,0.1052,210.17,71.94,2.921,39.702,46.287,-16.587,8.344074,3.330052,60.091
pointpillars,nuscenes,scene-1100,73,0,3,25,0.7619,0.6829,0.079,0.555,0.5176,0.0374,206.82,74.12,2.79,40.986,45.575,-11.197,8.476733,3.378204,60.147
pointpillars,nuscenes,scene-1100,74,0,3,25,0.7442,0.6829,0.0613,0.5342,0.5393,-0.005,206.1,70.59,2.919,41.352,43.777,-5.864,8.52255,3.0904,63.739
pointpillars,nuscenes,scene-1100,75,1,3,24,0.8293,0.8293,0.0,0.468,0.468,0.0,204.75,210.47,0.973,39.164,39.342,-0.455,8.01873,8.280403,-3.263
pointpillars,nuscenes,scene-1100,76,0,3,24,0.7442,0.7442,0.0,0.4983,0.4586,0.0397,204.04,64.76,3.151,39.77,44.196,-11.13,8.114816,2.862137,64.729
pointpillars,nuscenes,scene-1100,77,0,3,24,0.7907,0.7907,0.0,0.5323,0.4585,0.0739,191.51,58.13,3.295,41.259,52.829,-28.044,7.901237,3.070794,61.135
pointpillars,nuscenes,scene-1100,78,0,3,24,0.8095,0.7317,0.0778,0.4867,0.4927,-0.006,213.69,54.38,3.93,40.462,50.08,-23.77,8.646493,2.723277,68.504
pointpillars,nuscenes,scene-1100,79,0,3,24,0.7805,0.75,0.0305,0.5008,0.4839,0.0169,196.64,55.1,3.569,40.814,49.687,-21.74,8.025529,2.737534,65.89
pointpillars,nuscenes,scene-1100,80,1,3,25,0.7111,0.7111,0.0,0.5217,0.5217,0.0,190.63,193.86,0.983,40.781,41.32,-1.323,7.773909,8.010429,-3.042
pointpillars,nuscenes,scene-1100,81,0,3,25,0.6977,0.6957,0.002,0.5,0.4981,0.0019,195.5,55.49,3.523,41.074,50.003,-21.738,8.030213,2.774773,65.446
pointpillars,nuscenes,scene-1100,82,0,3,24,0.7,0.7143,-0.0143,0.5504,0.4988,0.0516,193.05,56.28,3.43,40.685,51.092,-25.579,7.854414,2.875594,63.389
pointpillars,nuscenes,scene-1100,83,0,3,24,0.6818,0.6667,0.0152,0.553,0.4961,0.0569,188.99,55.64,3.396,39.704,49.431,-24.499,7.503681,2.750502,63.345
pointpillars,nuscenes,scene-1100,84,0,3,24,0.7442,0.6522,0.092,0.5366,0.528,0.0086,196.93,56.73,3.471,41.59,52.007,-25.048,8.190222,2.950447,63.976
pointpillars,nuscenes,scene-1100,85,1,3,23,0.7442,0.7442,0.0,0.5581,0.5581,0.0,193.17,195.66,0.987,44.104,39.795,9.769,8.519628,7.786298,8.608
pointpillars,nuscenes,scene-1100,86,0,3,23,0.6977,0.6512,0.0465,0.5461,0.5362,0.0099,192.78,53.77,3.585,40.397,43.857,-8.563,7.787816,2.358074,69.721
pointpillars,nuscenes,scene-1100,87,0,3,22,0.75,0.6341,0.1159,0.526,0.5414,-0.0154,199.38,53.6,3.719,42.18,49.449,-17.233,8.409657,2.650616,68.481
pointpillars,nuscenes,scene-1100,88,0,3,22,0.8,0.6818,0.1182,0.5452,0.5295,0.0157,195.89,51.83,3.78,41.509,54.419,-31.101,8.131408,2.820577,65.313
pointpillars,nuscenes,scene-1100,89,0,3,22,0.7143,0.7143,0.0,0.5654,0.5693,-0.0039,197.48,56.63,3.487,43.366,49.753,-14.726,8.563816,2.817452,67.101
pointpillars,nuscenes,scene-1100,90,1,3,22,0.8182,0.8182,0.0,0.56,0.56,0.0,202.72,193.93,1.045,42.286,39.93,5.573,8.572375,7.743517,9.669
pointpillars,nuscenes,scene-1100,91,0,3,22,0.7907,0.7317,0.059,0.5618,0.5524,0.0094,191.21,53.64,3.564,41.659,46.697,-12.092,7.965731,2.505044,68.552
pointpillars,nuscenes,scene-1100,92,0,3,22,0.8095,0.7143,0.0952,0.566,0.5705,-0.0044,193.06,56.68,3.406,42.766,49.916,-16.719,8.256378,2.82927,65.732
pointpillars,nuscenes,scene-1100,93,0,3,22,0.7907,0.7619,0.0288,0.5373,0.5164,0.0208,190.69,52.84,3.609,41.065,52.534,-27.931,7.830559,2.775893,64.551
pointpillars,nuscenes,scene-1100,94,0,3,22,0.7692,0.7778,-0.0085,0.5286,0.4964,0.0322,189.7,57.68,3.289,40.744,51.01,-25.197,7.72903,2.942099,61.934
pointpillars,nuscenes,scene-1100,95,1,3,21,0.7895,0.7895,0.0,0.5852,0.5852,0.0,194.55,190.68,1.02,42.837,39.236,8.406,8.333787,7.481501,10.227
pointpillars,nuscenes,scene-1100,96,0,3,21,0.75,0.7895,-0.0395,0.5365,0.5566,-0.0201,207.3,50.49,4.106,41.59,48.099,-15.651,8.621512,2.428607,71.831
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,0,1,3,4,0.8,0.8,0.0,0.7742,0.7769,-0.0027,232.132,229.057,1.0134,44.231,46.161,-4.363,10.267466,10.573481,-2.98
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,1,0,3,4,0.8889,0.8889,0.0,0.8183,0.8103,0.008,230.429,210.062,1.097,48.776,51.4,-5.379,11.239473,10.797169,3.935
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,2,0,3,4,0.8889,0.8889,0.0,0.8287,0.827,0.0017,227.319,201.548,1.1279,43.322,44.8,-3.411,9.847913,9.029309,8.312
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,3,0,3,4,1.0,1.0,0.0,0.8388,0.8475,-0.0087,225.301,202.412,1.1131,44.151,46.235,-4.719,9.947351,9.358493,5.92
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,4,0,3,4,0.8889,1.0,-0.1111,0.8555,0.8552,0.0003,230.744,203.872,1.1318,43.666,46.102,-5.579,10.075625,9.398918,6.716
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,5,1,3,4,0.75,0.8889,-0.1389,0.8481,0.7543,0.0938,226.816,196.82,1.1524,42.964,46.261,-7.676,9.744844,9.105127,6.565
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,6,0,3,4,0.8,0.8,0.0,0.8002,0.8035,-0.0033,224.105,202.74,1.1054,43.839,45.109,-2.896,9.824575,9.145366,6.913
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,7,0,3,4,0.8,0.7273,0.0727,0.8719,0.8503,0.0215,225.089,205.392,1.0959,43.45,45.176,-3.971,9.780226,9.278766,5.127
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,8,0,3,4,0.7273,0.6667,0.0606,0.8398,0.8417,-0.0019,223.685,209.755,1.0664,43.448,46.244,-6.435,9.71872,9.699973,0.193
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,9,0,3,4,0.7273,0.6667,0.0606,0.8907,0.8826,0.0081,225.671,202.553,1.1141,42.605,45.72,-7.311,9.614801,9.260818,3.682
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,10,1,3,4,0.5714,0.6667,-0.0952,0.8771,0.8733,0.0038,221.139,195.931,1.1287,43.426,45.367,-4.469,9.603261,8.888787,7.44
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,11,0,3,4,0.6154,0.6154,0.0,0.8279,0.8474,-0.0195,209.754,195.525,1.0728,43.481,47.26,-8.691,9.120323,9.240536,-1.318
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,12,0,3,4,0.6154,0.5714,0.044,0.8848,0.8809,0.0039,212.098,197.33,1.0748,43.889,46.321,-5.541,9.308888,9.140614,1.808
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,13,0,3,4,0.6667,0.6667,0.0,0.875,0.871,0.004,227.923,209.362,1.0887,43.908,44.907,-2.276,10.007592,9.401878,6.053
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,14,0,3,4,0.6667,0.6667,0.0,0.8806,0.8874,-0.0067,223.798,209.218,1.0697,43.819,45.048,-2.805,9.806625,9.42484,3.893
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,15,1,3,4,0.6667,0.6667,0.0,0.8814,0.8802,0.0012,221.599,202.276,1.0955,43.476,45.183,-3.927,9.634128,9.139426,5.135
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,16,0,3,4,0.6667,0.6667,0.0,0.8604,0.8647,-0.0043,221.53,211.974,1.0451,42.697,44.108,-3.304,9.458739,9.349758,1.152
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,17,0,3,4,0.6667,0.6667,0.0,0.8891,0.8921,-0.003,224.427,210.504,1.0661,43.58,44.456,-2.01,9.780497,9.358109,4.319
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,18,0,3,5,0.7143,0.7143,0.0,0.8836,0.88,0.0037,221.32,208.501,1.0615,42.87,44.786,-4.47,9.487975,9.337972,1.581
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,19,0,3,5,0.7143,0.7143,0.0,0.8528,0.8563,-0.0034,223.414,209.215,1.0679,43.134,44.447,-3.043,9.63676,9.298956,3.505
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,20,1,3,6,0.8571,0.8,0.0571,0.8746,0.8643,0.0103,225.317,204.104,1.1039,42.194,45.084,-6.847,9.507121,9.201721,3.212
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,21,0,3,5,0.7143,0.7143,0.0,0.8707,0.8753,-0.0046,224.105,216.883,1.0333,42.537,45.535,-7.048,9.532812,9.875796,-3.598
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,22,0,3,5,0.8333,0.8333,0.0,0.8732,0.8702,0.003,224.963,208.708,1.0779,43.861,43.844,0.039,9.867113,9.150577,7.262
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,23,0,3,5,0.7692,0.7692,0.0,0.8825,0.8838,-0.0013,225.381,210.897,1.0687,43.003,45.587,-6.009,9.692037,9.614164,0.803
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,24,0,3,5,0.7143,0.7143,0.0,0.8921,0.8948,-0.0027,218.088,197.801,1.1026,44.02,44.809,-1.794,9.600143,8.863341,7.675
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,25,1,3,5,0.7692,0.7692,0.0,0.8765,0.8835,-0.0071,217.529,192.157,1.132,43.802,45.215,-3.226,9.528149,8.688364,8.814
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,26,0,3,5,0.6667,0.6667,0.0,0.8513,0.8573,-0.006,230.802,195.569,1.1802,42.488,46.921,-10.433,9.80633,9.176264,6.425
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,27,0,3,4,0.6667,0.6667,0.0,0.874,0.8774,-0.0034,219.744,196.127,1.1204,43.441,46.743,-7.602,9.545842,9.167619,3.962
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,28,0,3,4,0.6667,0.6667,0.0,0.8999,0.8911,0.0088,218.559,196.619,1.1116,44.577,45.51,-2.094,9.742698,8.94818,8.155
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,29,0,3,5,0.7692,0.7692,0.0,0.8884,0.8761,0.0123,217.578,195.742,1.1116,43.448,46.649,-7.366,9.453415,9.131114,3.409
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,30,1,3,5,0.7692,0.7692,0.0,0.8796,0.8763,0.0033,218.6,203.492,1.0742,43.334,45.26,-4.445,9.472816,9.210098,2.773
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,31,0,3,5,0.8333,0.7692,0.0641,0.8961,0.8861,0.01,220.224,196.736,1.1194,44.034,44.876,-1.912,9.697285,8.82871,8.957
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,32,0,3,5,0.8333,0.8333,0.0,0.8883,0.8855,0.0028,220.175,196.649,1.1196,43.278,45.207,-4.457,9.528712,8.889802,6.705
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,33,0,3,5,0.7692,0.7692,0.0,0.8622,0.8533,0.0089,219.719,199.751,1.1,43.325,45.201,-4.329,9.519429,9.028904,5.153
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,34,0,3,4,0.6667,0.6667,0.0,0.8386,0.8473,-0.0087,211.918,194.267,1.0909,44.239,46.074,-4.147,9.375125,8.950656,4.528
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,35,1,3,4,0.7273,0.7273,0.0,0.8541,0.8543,-0.0003,219.905,187.363,1.1737,43.206,46.076,-6.641,9.501294,8.632899,9.14
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,36,0,3,4,0.8,0.8,0.0,0.8779,0.8648,0.0132,207.635,191.927,1.0818,43.313,47.168,-8.898,8.993371,9.052752,-0.66
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,37,0,3,3,0.5,0.6,-0.1,0.8628,0.8611,0.0017,207.127,193.353,1.0712,44.111,47.406,-7.47,9.13656,9.166062,-0.323
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,38,0,3,3,0.6667,0.6667,0.0,0.8586,0.872,-0.0134,206.657,192.327,1.0745,44.392,46.094,-3.835,9.173828,8.865159,3.365
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,39,0,3,3,0.6,0.6,0.0,0.8399,0.832,0.0079,206.588,194.395,1.0627,44.026,45.806,-4.042,9.095283,8.904468,2.098
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,40,1,3,3,0.6,0.6,0.0,0.8824,0.8769,0.0055,207.648,191.211,1.086,43.912,47.811,-8.878,9.118249,9.141916,-0.26
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,41,0,3,4,0.7273,0.7273,0.0,0.8778,0.8784,-0.0006,208.283,193.95,1.0739,44.585,47.427,-6.375,9.286252,9.198463,0.945
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,42,0,3,3,0.6667,0.6667,0.0,0.8601,0.8614,-0.0013,208.629,193.169,1.08,44.601,47.267,-5.977,9.305133,9.130588,1.876
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,43,0,3,3,0.75,0.6667,0.0833,0.8608,0.8856,-0.0249,207.654,195.18,1.0639,44.189,46.553,-5.35,9.176024,9.086194,0.979
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,44,0,3,3,0.6667,0.6667,0.0,0.888,0.8876,0.0005,211.137,210.446,1.0033,44.689,45.85,-2.598,9.435536,9.649031,-2.263
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,45,1,3,3,0.75,0.75,0.0,0.8702,0.8755,-0.0053,208.402,187.345,1.1124,44.984,46.755,-3.938,9.374701,8.759352,6.564
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,46,0,3,3,0.6,0.75,-0.15,0.8789,0.882,-0.0031,208.207,193.295,1.0771,43.519,45.327,-4.154,9.060939,8.761447,3.305
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,47,0,3,3,0.8571,0.8571,0.0,0.8685,0.8764,-0.0079,207.583,194.511,1.0672,44.086,45.315,-2.786,9.151622,8.814211,3.687
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,48,0,3,3,0.75,0.75,0.0,0.8703,0.8822,-0.0119,209.205,193.561,1.0808,44.06,47.261,-7.264,9.21762,9.14786,0.757
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,49,0,3,3,0.8571,0.75,0.1071,0.8618,0.8652,-0.0034,217.273,195.099,1.1137,43.752,45.359,-3.675,9.506053,8.849564,6.906
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,50,1,3,3,0.75,1.0,-0.25,0.8451,0.8648,-0.0197,209.018,188.567,1.1085,43.692,47.374,-8.426,9.13247,8.93318,2.182
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,51,0,3,2,0.8,0.8,0.0,0.881,0.8799,0.0011,209.182,194.567,1.0751,43.649,47.741,-9.373,9.130673,9.288746,-1.731
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,52,0,3,2,0.8,0.8,0.0,0.8706,0.8802,-0.0096,208.848,194.841,1.0719,43.81,46.017,-5.039,9.14962,8.966074,2.006
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,53,0,3,2,0.8,0.8,0.0,0.837,0.8563,-0.0194,208.89,194.884,1.0719,43.035,46.467,-7.975,8.989627,9.055751,-0.736
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,54,0,3,2,0.6667,0.5714,0.0952,0.8333,0.8569,-0.0236,213.562,194.216,1.0996,45.014,46.082,-2.372,9.613385,8.949888,6.902
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,55,1,3,1,0.2857,0.4,-0.1143,0.855,0.856,-0.001,208.962,187.08,1.117,45.206,48.228,-6.685,9.446279,9.022435,4.487
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,56,0,3,1,0.4,0.5,-0.1,0.8278,0.8278,-0.0001,208.546,194.333,1.0731,44.125,45.54,-3.209,9.201998,8.849982,3.825
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,57,0,3,1,0.4,0.4,0.0,0.8528,0.8393,0.0135,208.964,195.028,1.0715,44.664,47.272,-5.838,9.33323,9.219378,1.22
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,58,0,3,1,0.5,0.5,0.0,0.8732,0.8678,0.0054,210.479,213.46,0.986,43.471,45.332,-4.281,9.149765,9.676625,-5.758
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,59,0,3,1,0.6667,0.6667,0.0,0.8241,0.8213,0.0028,211.445,193.119,1.0949,43.838,46.746,-6.633,9.269351,9.02749,2.609
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,60,1,3,1,0.6667,0.6667,0.0,0.8109,0.8204,-0.0095,210.755,189.5,1.1122,44.64,47.125,-5.568,9.408042,8.930249,5.079
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,61,0,3,1,0.5,0.6667,-0.1667,0.8662,0.829,0.0371,211.057,195.666,1.0787,44.074,44.929,-1.939,9.302203,8.791128,5.494
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,62,0,3,1,0.6667,0.5,0.1667,0.8304,0.8268,0.0036,211.172,197.549,1.069,44.91,47.501,-5.769,9.483838,9.383799,1.055
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,63,0,3,1,0.6667,0.6667,0.0,0.8359,0.8359,-0.0,214.15,199.621,1.0728,44.222,47.014,-6.313,9.470072,9.38487,0.9
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,64,0,3,1,0.6667,0.6667,0.0,0.8289,0.8319,-0.003,211.546,197.504,1.0711,44.543,46.304,-3.954,9.422818,9.145192,2.946
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,65,1,3,1,1.0,1.0,0.0,0.8209,0.8343,-0.0134,210.93,192.188,1.0975,45.242,46.504,-2.788,9.542973,8.937466,6.345
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,66,0,3,1,0.6667,0.6667,0.0,0.8086,0.8143,-0.0057,211.274,197.503,1.0697,44.132,46.809,-6.067,9.323863,9.244995,0.846
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,67,0,3,1,0.5,0.6667,-0.1667,0.8357,0.8271,0.0087,209.529,197.347,1.0617,43.435,47.454,-9.254,9.100896,9.364982,-2.902
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,68,0,3,1,0.6667,0.6667,0.0,0.824,0.8178,0.0063,214.105,198.272,1.0799,42.94,46.449,-8.173,9.193577,9.209604,-0.174
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,69,0,3,1,1.0,1.0,0.0,0.7981,0.8097,-0.0116,211.912,198.119,1.0696,44.069,44.699,-1.431,9.338648,8.855803,5.17
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,70,1,3,1,1.0,1.0,0.0,0.8335,0.8256,0.0079,210.84,189.78,1.111,43.725,47.913,-9.579,9.218934,9.092961,1.366
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,71,0,3,1,0.6667,0.6667,0.0,0.8161,0.8166,-0.0005,210.141,195.824,1.0731,43.781,47.718,-8.992,9.200236,9.344342,-1.566
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,72,0,3,1,0.5,0.6667,-0.1667,0.8246,0.8107,0.0139,211.091,197.908,1.0666,44.802,46.061,-2.81,9.457353,9.115855,3.611
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,73,0,3,1,0.6667,0.6667,0.0,0.8128,0.8184,-0.0055,210.302,196.153,1.0721,43.248,46.937,-8.528,9.095207,9.206797,-1.227
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,74,0,3,1,0.6667,0.6667,0.0,0.8498,0.8412,0.0086,209.046,195.113,1.0714,43.949,45.958,-4.571,9.187414,8.967092,2.398
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,75,1,3,1,0.6667,0.6667,0.0,0.8458,0.8399,0.0058,210.446,189.377,1.1113,44.458,46.792,-5.25,9.356074,8.861412,5.287
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,76,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,210.878,195.894,1.0765,44.601,46.744,-4.805,9.405358,9.156878,2.642
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,77,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,213.937,195.783,1.0927,43.231,46.885,-8.451,9.24879,9.179296,0.751
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,78,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,209.305,196.18,1.0669,43.438,46.629,-7.346,9.091779,9.147613,-0.614
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,79,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,209.695,192.773,1.0878,44.767,46.138,-3.063,9.387391,8.894176,5.254
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,80,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,209.892,188.158,1.1155,43.827,46.41,-5.895,9.198935,8.732487,5.071
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,81,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,209.577,193.951,1.0806,43.525,46.823,-7.577,9.121833,9.081308,0.444
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,82,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,214.067,194.046,1.1032,44.628,44.956,-0.733,9.5535,8.72345,8.688
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,83,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,209.622,195.288,1.0734,43.131,46.664,-8.191,9.041226,9.112849,-0.792
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,84,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,209.295,194.64,1.0753,43.993,47.584,-8.161,9.20759,9.261693,-0.588
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,85,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,209.347,189.165,1.1067,43.601,49.159,-12.749,9.127624,9.299247,-1.88
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,86,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,214.707,216.424,0.9921,43.856,43.847,0.019,9.416101,9.489577,-0.78
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,87,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,209.773,193.973,1.0815,44.197,47.605,-7.712,9.271276,9.234107,0.401
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,88,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,209.605,193.317,1.0843,44.044,48.192,-9.417,9.231821,9.316248,-0.915
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,89,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,208.996,193.371,1.0808,44.381,46.02,-3.692,9.275476,8.898899,4.06
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,90,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,208.88,188.841,1.1061,44.378,45.953,-3.547,9.269785,8.677712,6.387
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,91,0,3,1,0.4,0.5,-0.1,0.7172,0.7253,-0.0082,213.316,192.537,1.1079,44.394,45.693,-2.926,9.469993,8.797619,7.1
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,92,0,3,1,0.25,0.25,0.0,0.7413,0.6719,0.0695,208.033,192.503,1.0807,43.659,46.712,-6.994,9.082462,8.992202,0.994
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,93,0,3,1,0.4,0.6667,-0.2667,0.8031,0.8108,-0.0077,208.698,191.776,1.0882,43.673,45.684,-4.604,9.114466,8.761074,3.877
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,94,0,3,1,0.25,0.2857,-0.0357,0.8102,0.7834,0.0269,208.71,193.053,1.0811,43.541,45.668,-4.887,9.087373,8.816439,2.981
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,95,1,3,1,0.2222,0.1667,0.0556,0.774,0.8225,-0.0485,209.152,186.662,1.1205,43.589,46.957,-7.728,9.116621,8.765061,3.856
pvrcnn,kitti_raw,2011_09_26_drive_0001_sync,96,0,3,1,0.2857,0.2222,0.0635,0.7792,0.7896,-0.0103,209.861,192.301,1.0913,44.505,44.477,0.062,9.339792,8.552976,8.424
