model,dataset,scene,frame,reset,tier,n_gt,fresh_f1,reuse_f1,f1_gap,fresh_miou,reuse_miou,miou_gap,baseline_ms,optimized_ms,speedup,baseline_power_w,optimized_power_w,power_reduction_percent,baseline_energy_j,optimized_energy_j,energy_reduction_percent
centerpoint,nuscenes,scene-0916,25,1,3,71,0.5034,0.5034,0.0,0.655,0.655,0.0,185.61,200.53,0.926,37.007,35.878,3.051,6.868795,7.194731,-4.745
centerpoint,nuscenes,scene-0916,26,0,3,71,0.56,0.6,-0.04,0.6429,0.6293,0.0136,184.8,68.79,2.686,37.662,48.753,-29.448,6.959922,3.353663,51.815
centerpoint,nuscenes,scene-0916,27,0,3,71,0.5455,0.4885,0.0569,0.6368,0.6491,-0.0123,185.03,70.52,2.624,37.791,46.357,-22.666,6.992597,3.26924,53.247
centerpoint,nuscenes,scene-0916,28,0,3,71,0.5507,0.5522,-0.0015,0.6208,0.6119,0.0089,183.02,70.1,2.611,38.455,47.553,-23.659,7.038028,3.333266,52.639
centerpoint,nuscenes,scene-0916,29,0,3,73,0.5315,0.5735,-0.0421,0.6182,0.6072,0.011,185.37,69.15,2.681,37.252,47.247,-26.828,6.905337,3.266901,52.69
centerpoint,nuscenes,scene-0916,30,1,3,73,0.5652,0.5652,0.0,0.5964,0.5964,0.0,185.92,199.82,0.93,37.709,36.05,4.402,7.01098,7.203412,-2.745
centerpoint,nuscenes,scene-0916,31,0,3,73,0.5286,0.5882,-0.0597,0.6242,0.6069,0.0173,186.19,68.81,2.706,37.1,47.76,-28.733,6.907682,3.286528,52.422
centerpoint,nuscenes,scene-0916,32,0,3,73,0.5785,0.563,0.0155,0.5991,0.5912,0.0079,183.02,66.07,2.77,37.464,48.167,-28.569,6.8567,3.182498,53.586
centerpoint,nuscenes,scene-0916,33,0,3,73,0.5323,0.5512,-0.0189,0.6016,0.5431,0.0585,201.55,68.54,2.941,36.771,47.263,-28.534,7.411143,3.239311,56.291
centerpoint,nuscenes,scene-0916,34,0,3,72,0.4878,0.5161,-0.0283,0.6308,0.5903,0.0405,185.36,69.43,2.67,37.666,46.868,-24.428,6.981975,3.254154,53.392
centerpoint,nuscenes,scene-0916,35,1,3,72,0.4959,0.4959,0.0,0.6407,0.6407,0.0,189.42,196.4,0.964,37.44,37.096,0.919,7.091838,7.285617,-2.732
centerpoint,nuscenes,scene-0916,36,0,3,72,0.5294,0.5109,0.0185,0.5531,0.5857,-0.0327,185.31,68.06,2.723,38.238,45.275,-18.404,7.085721,3.081476,56.511
centerpoint,nuscenes,scene-0916,37,0,3,71,0.5039,0.4762,0.0277,0.5907,0.6147,-0.024,189.74,68.71,2.761,36.771,47.94,-30.373,6.977126,3.294138,52.787
centerpoint,nuscenes,scene-0916,38,0,3,71,0.4427,0.4783,-0.0355,0.6359,0.6156,0.0203,184.2,67.81,2.716,38.998,48.372,-24.038,7.183611,3.280187,54.338
centerpoint,nuscenes,scene-0916,39,0,3,72,0.448,0.4603,-0.0123,0.6491,0.6543,-0.0052,201.63,70.25,2.87,38.201,46.313,-21.235,7.70258,3.253387,57.762
centerpoint,nuscenes,scene-0916,40,1,3,72,0.4496,0.4496,0.0,0.6408,0.6408,0.0,186.94,198.74,0.941,40.567,35.982,11.303,7.583524,7.151052,5.703
centerpoint,nuscenes,scene-0916,41,0,3,72,0.4741,0.4507,0.0234,0.6304,0.6028,0.0275,189.67,76.85,2.468,37.334,46.354,-24.163,7.081009,3.562439,49.69
centerpoint,nuscenes,scene-0916,42,0,3,72,0.4762,0.4677,0.0084,0.654,0.6448,0.0092,186.27,67.99,2.74,37.734,46.407,-22.985,7.028602,3.155081,55.111
centerpoint,nuscenes,scene-0916,43,0,3,72,0.512,0.4733,0.0387,0.6321,0.6503,-0.0182,186.26,68.84,2.706,37.444,48.502,-29.532,6.974501,3.339025,52.125
centerpoint,nuscenes,scene-0916,44,0,3,69,0.5077,0.4878,0.0199,0.6262,0.6434,-0.0172,186.84,72.42,2.58,37.548,46.47,-23.762,7.015543,3.365442,52.029
centerpoint,nuscenes,scene-0916,45,1,3,69,0.5546,0.5546,0.0,0.6257,0.6257,0.0,184.03,197.9,0.93,37.827,36.595,3.256,6.961121,7.242263,-4.039
centerpoint,nuscenes,scene-0916,46,0,3,69,0.5172,0.4874,0.0298,0.6266,0.6193,0.0073,188.2,71.54,2.631,36.292,47.176,-29.989,6.830317,3.375099,50.586
centerpoint,nuscenes,scene-0916,47,0,3,67,0.5766,0.5517,0.0249,0.6384,0.6297,0.0087,186.55,75.7,2.464,37.131,44.707,-20.404,6.926718,3.384514,51.138
centerpoint,nuscenes,scene-0916,48,0,3,67,0.5741,0.5586,0.0155,0.6537,0.6361,0.0176,188.61,71.21,2.649,37.481,44.879,-19.737,7.06951,3.195682,54.796
centerpoint,nuscenes,scene-0916,49,0,3,66,0.5893,0.5614,0.0279,0.6614,0.6523,0.0091,191.4,73.16,2.616,38.02,45.998,-20.984,7.27697,3.365408,53.753
centerpoint,nuscenes,scene-0916,50,1,3,66,0.5593,0.5593,0.0,0.6782,0.6782,0.0,203.98,200.96,1.015,37.195,36.398,2.143,7.58696,7.314583,3.59
centerpoint,nuscenes,scene-0916,51,0,3,66,0.5926,0.5769,0.0157,0.6737,0.6745,-0.0008,185.4,72.28,2.565,38.301,45.046,-17.612,7.100828,3.255739,54.15
centerpoint,nuscenes,scene-0916,52,0,3,64,0.5893,0.5946,-0.0053,0.6709,0.6596,0.0113,187.62,71.29,2.632,37.777,47.232,-25.029,7.087581,3.367092,52.493
centerpoint,nuscenes,scene-0916,53,0,3,64,0.6435,0.6018,0.0417,0.6567,0.6807,-0.0241,185.8,69.2,2.685,37.166,44.4,-19.464,6.905294,3.072304,55.508
centerpoint,nuscenes,scene-0916,54,0,3,66,0.6018,0.5965,0.0053,0.6664,0.6645,0.002,184.22,63.88,2.884,38.606,48.182,-24.805,7.111783,3.077762,56.723
centerpoint,nuscenes,scene-0916,55,1,3,66,0.5789,0.5789,0.0,0.7101,0.7101,0.0,184.35,216.03,0.853,38.175,35.806,6.206,7.037493,7.735277,-9.915
centerpoint,nuscenes,scene-0916,56,0,3,66,0.6071,0.5789,0.0282,0.6815,0.6838,-0.0022,189.61,73.22,2.59,37.503,45.411,-21.085,7.111154,3.32498,53.243
centerpoint,nuscenes,scene-0916,57,0,3,63,0.6,0.5517,0.0483,0.6831,0.681,0.0021,191.96,71.57,2.682,36.307,47.479,-30.771,6.969415,3.397928,51.245
centerpoint,nuscenes,scene-0916,58,0,3,63,0.6167,0.6218,-0.0052,0.6593,0.6603,-0.001,184.86,68.96,2.681,36.908,46.361,-25.613,6.822697,3.197225,53.138
centerpoint,nuscenes,scene-0916,59,0,3,59,0.6296,0.6667,-0.037,0.6692,0.633,0.0362,182.84,67.58,2.705,37.616,46.908,-24.701,6.87766,3.1701,53.907
centerpoint,nuscenes,scene-0916,60,1,3,59,0.6446,0.6446,0.0,0.671,0.671,0.0,189.33,204.19,0.927,37.254,35.573,4.513,7.053232,7.263669,-2.984
centerpoint,nuscenes,scene-0916,61,0,3,59,0.6333,0.619,0.0143,0.6767,0.6744,0.0024,201.0,70.21,2.863,37.045,45.978,-24.114,7.446159,3.228336,56.644
centerpoint,nuscenes,scene-0916,62,0,3,59,0.6316,0.6154,0.0162,0.6648,0.665,-0.0003,184.36,64.19,2.872,38.205,47.292,-23.785,7.043624,3.035844,56.899
centerpoint,nuscenes,scene-0916,63,0,3,59,0.5932,0.5968,-0.0036,0.6932,0.6751,0.0181,175.15,57.78,3.031,38.129,53.465,-40.221,6.678107,3.088993,53.744
centerpoint,nuscenes,scene-0916,64,0,3,56,0.6379,0.6,0.0379,0.6398,0.6519,-0.0121,171.84,58.63,2.931,39.246,50.62,-28.981,6.743882,2.967625,55.995
centerpoint,nuscenes,scene-0916,65,1,3,56,0.592,0.592,0.0,0.6411,0.6411,0.0,171.47,172.2,0.996,37.516,36.745,2.057,6.432929,6.327348,1.641
centerpoint,nuscenes,scene-0916,66,0,3,56,0.6299,0.576,0.0539,0.6288,0.6624,-0.0335,175.02,60.11,2.911,38.278,51.993,-35.829,6.699514,3.125504,53.347
centerpoint,nuscenes,scene-0916,67,0,3,56,0.6116,0.6066,0.005,0.6514,0.6321,0.0193,190.22,60.2,3.16,36.293,49.227,-35.638,6.903674,2.963712,57.071
centerpoint,nuscenes,scene-0916,68,0,3,56,0.5983,0.6102,-0.0119,0.6377,0.6152,0.0225,174.67,57.59,3.033,37.581,51.666,-37.478,6.564396,2.975538,54.672
centerpoint,nuscenes,scene-0916,69,0,3,56,0.5714,0.6218,-0.0504,0.6468,0.6333,0.0134,174.27,59.16,2.945,36.845,48.093,-30.529,6.420743,2.845336,55.685
centerpoint,nuscenes,scene-0916,70,1,3,56,0.6261,0.6261,0.0,0.6613,0.6613,0.0,175.13,174.54,1.003,38.608,37.173,3.715,6.761242,6.488376,4.036
centerpoint,nuscenes,scene-0916,71,0,3,56,0.6034,0.6102,-0.0067,0.6775,0.6757,0.0018,173.82,60.69,2.864,37.847,50.505,-33.444,6.578606,3.06507,53.409
centerpoint,nuscenes,scene-0916,72,0,3,54,0.6,0.5893,0.0107,0.691,0.6957,-0.0046,173.07,59.55,2.906,37.931,48.82,-28.707,6.56462,2.907132,55.715
centerpoint,nuscenes,scene-0916,73,0,3,54,0.6325,0.576,0.0565,0.6704,0.6357,0.0347,192.6,59.26,3.25,37.885,51.839,-36.833,7.296834,3.072013,57.899
centerpoint,nuscenes,scene-0916,74,0,3,51,0.6842,0.6316,0.0526,0.6317,0.632,-0.0003,177.78,63.37,2.805,37.921,50.894,-34.208,6.741559,3.225281,52.158
centerpoint,nuscenes,scene-0916,75,1,3,51,0.6723,0.6723,0.0,0.6322,0.6322,0.0,170.85,173.15,0.987,37.773,38.746,-2.576,6.4536,6.708666,-3.952
centerpoint,nuscenes,scene-0916,76,0,3,51,0.7455,0.7091,0.0364,0.6301,0.6155,0.0145,173.6,60.99,2.846,38.571,48.328,-25.295,6.695829,2.947499,55.98
centerpoint,nuscenes,scene-0916,77,0,3,51,0.7143,0.6957,0.0186,0.6603,0.6329,0.0274,171.27,59.48,2.88,38.368,48.356,-26.034,6.571298,2.876207,56.231
centerpoint,nuscenes,scene-0916,78,0,3,51,0.7179,0.713,0.0049,0.6327,0.6248,0.0079,175.84,60.63,2.9,38.833,48.46,-24.791,6.828529,2.938353,56.969
centerpoint,nuscenes,scene-0916,79,0,3,49,0.7103,0.6606,0.0497,0.6761,0.6617,0.0145,205.34,78.2,2.626,36.415,43.134,-18.452,7.477421,3.373217,54.888
centerpoint,nuscenes,scene-0916,80,1,3,49,0.6789,0.6789,0.0,0.6611,0.6611,0.0,198.25,206.36,0.961,37.768,36.022,4.622,7.48762,7.433396,0.724
centerpoint,nuscenes,scene-0916,81,0,3,49,0.7358,0.7407,-0.0049,0.6714,0.6594,0.012,199.2,76.69,2.598,37.291,44.84,-20.244,7.428442,3.438702,53.709
centerpoint,nuscenes,scene-0916,82,0,3,49,0.6667,0.6789,-0.0122,0.6879,0.6798,0.0081,193.03,77.73,2.483,37.87,45.801,-20.943,7.30999,3.56022,51.297
centerpoint,nuscenes,scene-0916,83,0,3,49,0.7156,0.7184,-0.0029,0.6588,0.6446,0.0141,190.5,70.25,2.712,36.697,43.938,-19.732,6.990917,3.086597,55.848
centerpoint,nuscenes,scene-0916,84,0,3,48,0.6379,0.6607,-0.0228,0.6481,0.6621,-0.014,183.85,70.48,2.609,37.532,46.104,-22.839,6.900258,3.249437,52.908
centerpoint,nuscenes,scene-0916,85,1,3,48,0.6909,0.6909,0.0,0.6321,0.6321,0.0,204.03,201.43,1.013,37.432,35.358,5.539,7.637263,7.122183,6.744
centerpoint,nuscenes,scene-0916,86,0,3,48,0.699,0.7308,-0.0317,0.6611,0.6572,0.0039,186.94,72.11,2.593,37.534,46.546,-24.012,7.016484,3.356246,52.166
centerpoint,nuscenes,scene-0916,87,0,3,46,0.6783,0.6909,-0.0126,0.6573,0.6691,-0.0118,184.95,66.82,2.768,38.54,47.004,-21.959,7.127983,3.140566,55.94
centerpoint,nuscenes,scene-0916,88,0,3,46,0.7222,0.7037,0.0185,0.6458,0.6495,-0.0038,186.61,71.0,2.629,37.065,48.513,-30.888,6.916735,3.444232,50.204
centerpoint,nuscenes,scene-0916,89,0,3,43,0.6733,0.6667,0.0066,0.6701,0.6544,0.0157,185.98,70.33,2.645,39.045,47.059,-20.525,7.26148,3.309434,54.425
centerpoint,nuscenes,scene-0916,90,1,3,43,0.6667,0.6667,0.0,0.6468,0.6468,0.0,191.15,217.52,0.879,38.432,35.546,7.51,7.346384,7.732042,-5.25
centerpoint,nuscenes,scene-0916,91,0,3,43,0.6735,0.6804,-0.0069,0.6119,0.6197,-0.0078,190.55,74.17,2.569,36.956,45.563,-23.288,7.042139,3.379299,52.013
centerpoint,nuscenes,scene-0916,92,0,3,40,0.6966,0.6452,0.0515,0.6256,0.5992,0.0264,189.0,69.74,2.71,37.202,46.108,-23.939,7.031215,3.215584,54.267
centerpoint,nuscenes,scene-0916,93,0,3,40,0.6374,0.5909,0.0465,0.6498,0.6519,-0.0022,187.66,70.05,2.679,36.741,46.617,-26.881,6.894768,3.265452,52.639
centerpoint,nuscenes,scene-0916,94,0,3,39,0.6222,0.6364,-0.0141,0.6422,0.6405,0.0017,191.8,77.04,2.49,40.083,44.909,-12.042,7.687898,3.459898,54.996
centerpoint,nuscenes,scene-0916,95,1,3,39,0.6977,0.6977,0.0,0.6187,0.6187,0.0,190.77,200.74,0.95,38.816,36.327,6.414,7.405147,7.292166,1.526
centerpoint,nuscenes,scene-0916,96,0,3,39,0.7143,0.6667,0.0476,0.6369,0.6463,-0.0093,211.12,77.83,2.712,36.341,43.686,-20.211,7.672396,3.400242,55.682
centerpoint,nuscenes,scene-0916,97,0,3,37,0.6047,0.5412,0.0635,0.6497,0.6634,-0.0137,186.57,74.59,2.501,36.139,45.087,-24.76,6.742528,3.362865,50.125
centerpoint,nuscenes,scene-0916,98,0,3,37,0.6173,0.5909,0.0264,0.648,0.6433,0.0047,187.08,70.7,2.646,37.444,47.15,-25.923,7.004852,3.333749,52.408
centerpoint,nuscenes,scene-1077,0,1,3,16,0.5238,0.5238,0.0,0.6773,0.6773,0.0,158.27,165.51,0.956,36.429,35.637,2.174,5.765613,5.898354,-2.302
centerpoint,nuscenes,scene-1077,1,0,3,16,0.4615,0.4091,0.0524,0.721,0.6607,0.0603,185.31,67.91,2.729,37.398,46.719,-24.926,6.930303,3.172612,54.221
centerpoint,nuscenes,scene-1077,2,0,3,18,0.5854,0.4898,0.0956,0.6973,0.6867,0.0106,179.52,61.0,2.943,37.904,49.017,-29.318,6.804497,2.989905,56.06
centerpoint,nuscenes,scene-1077,3,0,3,18,0.5238,0.4651,0.0587,0.7192,0.6709,0.0483,179.77,63.64,2.825,38.135,49.993,-31.096,6.855395,3.181625,53.589
centerpoint,nuscenes,scene-1077,4,0,3,18,0.5217,0.4082,0.1136,0.717,0.6895,0.0274,181.3,61.51,2.948,38.049,49.025,-28.846,6.898168,3.01529,56.289
centerpoint,nuscenes,scene-1077,5,1,3,18,0.6047,0.6047,0.0,0.6675,0.6675,0.0,176.68,184.64,0.957,37.108,37.293,-0.498,6.556211,6.885792,-5.027
centerpoint,nuscenes,scene-1077,6,0,3,18,0.6341,0.4681,0.1661,0.6677,0.6174,0.0502,181.04,62.68,2.889,36.718,49.078,-33.662,6.647472,3.076003,53.727
centerpoint,nuscenes,scene-1077,7,0,3,20,0.5854,0.439,0.1463,0.6826,0.6561,0.0265,181.94,59.05,3.081,38.265,49.649,-29.751,6.961903,2.931837,57.887
centerpoint,nuscenes,scene-1077,8,0,3,20,0.4878,0.4186,0.0692,0.7074,0.6982,0.0093,195.35,64.42,3.033,37.345,48.212,-29.101,7.295209,3.105715,57.428
centerpoint,nuscenes,scene-1077,9,0,3,20,0.6486,0.5,0.1486,0.7021,0.6451,0.057,176.98,66.79,2.65,38.84,52.159,-34.293,6.873816,3.483537,49.322
centerpoint,nuscenes,scene-1077,10,1,3,21,0.6222,0.6222,0.0,0.6802,0.6802,0.0,183.62,186.56,0.984,37.295,36.573,1.935,6.848184,6.823217,0.365
centerpoint,nuscenes,scene-1077,11,0,3,21,0.6316,0.4444,0.1871,0.7009,0.6357,0.0652,187.72,65.09,2.884,37.161,47.903,-28.908,6.975748,3.118038,55.302
centerpoint,nuscenes,scene-1077,12,0,3,21,0.6154,0.5238,0.0916,0.6772,0.639,0.0383,180.57,62.27,2.9,37.837,48.355,-27.797,6.832113,3.011151,55.927
centerpoint,nuscenes,scene-1077,13,0,3,21,0.5,0.45,0.05,0.6862,0.6265,0.0597,183.94,65.24,2.819,37.446,49.464,-32.093,6.887784,3.226985,53.149
centerpoint,nuscenes,scene-1077,14,0,3,21,0.5714,0.4082,0.1633,0.5892,0.5866,0.0026,197.06,66.28,2.973,37.083,48.027,-29.512,7.307661,3.183123,56.441
centerpoint,nuscenes,scene-1077,15,1,3,22,0.5,0.5,0.0,0.602,0.602,0.0,187.44,188.18,0.996,37.47,36.035,3.83,7.023404,6.78112,3.45
centerpoint,nuscenes,scene-1077,16,0,3,22,0.4865,0.3333,0.1532,0.7012,0.6143,0.0868,184.02,62.66,2.937,37.835,48.276,-27.595,6.962628,3.024943,56.555
centerpoint,nuscenes,scene-1077,17,0,3,22,0.4324,0.2791,0.1534,0.6921,0.6067,0.0854,180.98,65.99,2.742,39.942,46.86,-17.321,7.228664,3.092458,57.22
centerpoint,nuscenes,scene-1077,18,0,3,22,0.4186,0.3333,0.0853,0.5968,0.564,0.0328,189.46,64.85,2.922,37.189,47.762,-28.433,7.045822,3.097307,56.041
centerpoint,nuscenes,scene-1077,19,0,3,22,0.5,0.383,0.117,0.6333,0.5658,0.0675,180.76,64.73,2.793,37.609,49.74,-32.257,6.797977,3.21942,52.641
centerpoint,nuscenes,scene-1077,20,1,3,22,0.5714,0.5714,0.0,0.6734,0.6734,0.0,190.46,198.38,0.96,37.951,36.048,5.017,7.228091,7.150996,1.067
centerpoint,nuscenes,scene-1077,21,0,3,22,0.6111,0.4878,0.1233,0.6938,0.6834,0.0104,189.21,74.37,2.544,38.058,44.24,-16.243,7.201017,3.290082,54.311
centerpoint,nuscenes,scene-1077,22,0,3,22,0.6286,0.5263,0.1023,0.6998,0.6932,0.0066,191.14,73.2,2.611,37.239,44.721,-20.091,7.117883,3.273723,54.007
centerpoint,nuscenes,scene-1077,23,0,3,22,0.6842,0.5263,0.1579,0.6286,0.5632,0.0654,187.68,71.64,2.62,37.066,45.55,-22.888,6.956513,3.263163,53.092
centerpoint,nuscenes,scene-1077,24,0,3,22,0.5,0.4,0.1,0.6753,0.6772,-0.0019,194.2,73.82,2.631,39.209,45.469,-15.965,7.614616,3.35639,55.922
centerpoint,nuscenes,scene-1077,25,1,3,23,0.4444,0.4444,0.0,0.6904,0.6904,0.0,193.96,204.94,0.946,36.986,35.508,3.997,7.173756,7.27674,-1.436
centerpoint,nuscenes,scene-1077,26,0,3,23,0.5128,0.4186,0.0942,0.6648,0.55,0.1148,197.38,73.2,2.696,37.316,47.143,-26.334,7.365244,3.451008,53.145
centerpoint,nuscenes,scene-1077,27,0,3,21,0.5116,0.3478,0.1638,0.6805,0.6912,-0.0107,189.48,69.02,2.745,37.318,49.169,-31.756,7.071134,3.393827,52.004
centerpoint,nuscenes,scene-1077,28,0,3,21,0.4865,0.3415,0.145,0.6875,0.6733,0.0142,183.21,69.78,2.626,39.261,47.655,-21.38,7.193191,3.325316,53.771
centerpoint,nuscenes,scene-1077,29,0,3,21,0.5789,0.4211,0.1579,0.6607,0.6895,-0.0287,187.27,76.31,2.454,38.656,46.155,-19.4,7.239094,3.522247,51.344
centerpoint,nuscenes,scene-1077,30,1,3,20,0.5882,0.5882,0.0,0.7189,0.7189,0.0,194.03,205.47,0.944,37.549,36.622,2.468,7.285489,7.524641,-3.283
centerpoint,nuscenes,scene-1077,31,0,3,20,0.6111,0.5556,0.0556,0.6826,0.6311,0.0514,193.55,75.01,2.58,37.566,47.14,-25.486,7.270994,3.535845,51.371
centerpoint,nuscenes,scene-1077,32,0,3,19,0.6486,0.4103,0.2384,0.6406,0.6167,0.0239,187.53,70.16,2.673,38.297,46.709,-21.966,7.181676,3.277228,54.367
centerpoint,nuscenes,scene-1077,33,0,3,19,0.5128,0.3077,0.2051,0.7016,0.6474,0.0542,186.34,68.36,2.726,38.827,45.84,-18.062,7.234758,3.133522,56.688
centerpoint,nuscenes,scene-1077,34,0,3,19,0.5,0.4324,0.0676,0.6429,0.5507,0.0922,182.87,67.39,2.714,38.938,52.188,-34.03,7.120739,3.517164,50.607
centerpoint,nuscenes,scene-1077,35,1,3,19,0.5556,0.5556,0.0,0.6658,0.6658,0.0,190.83,203.45,0.938,40.819,35.211,13.739,7.78945,7.163526,8.036
centerpoint,nuscenes,scene-1077,36,0,3,19,0.6286,0.3784,0.2502,0.6256,0.6498,-0.0242,188.26,69.68,2.702,37.547,48.09,-28.077,7.06866,3.351102,52.592
centerpoint,nuscenes,scene-1077,37,0,3,21,0.4706,0.3,0.1706,0.6833,0.6864,-0.0031,189.16,66.54,2.843,39.702,48.191,-21.383,7.510154,3.206865,57.3
centerpoint,nuscenes,scene-1077,38,0,3,21,0.45,0.3889,0.0611,0.6316,0.6525,-0.021,192.49,70.17,2.743,38.758,51.116,-31.886,7.460608,3.586682,51.925
centerpoint,nuscenes,scene-1077,39,0,3,21,0.4865,0.4211,0.0654,0.6128,0.588,0.0249,195.43,73.65,2.653,37.048,45.319,-22.325,7.240192,3.33771,53.9
centerpoint,nuscenes,scene-1077,40,1,3,21,0.45,0.45,0.0,0.6196,0.6196,0.0,189.55,202.28,0.937,38.259,36.556,4.45,7.251793,7.394714,-1.971
centerpoint,nuscenes,scene-1077,41,0,3,21,0.4444,0.2222,0.2222,0.6745,0.6496,0.0249,192.44,72.88,2.64,36.946,48.744,-31.931,7.110022,3.552672,50.033
centerpoint,nuscenes,scene-1077,42,0,3,20,0.4,0.35,0.05,0.6841,0.5888,0.0953,184.89,73.52,2.515,37.712,45.818,-21.495,6.972613,3.368613,51.688
centerpoint,nuscenes,scene-1077,43,0,3,20,0.4,0.3429,0.0571,0.7508,0.5354,0.2154,183.97,67.24,2.736,38.452,48.485,-26.094,7.074033,3.260073,53.915
centerpoint,nuscenes,scene-1077,44,0,3,20,0.375,0.4,-0.025,0.72,0.5498,0.1702,185.77,69.37,2.678,37.903,47.159,-24.418,7.041517,3.271323,53.542
centerpoint,nuscenes,scene-1077,45,1,3,19,0.4286,0.4286,0.0,0.7054,0.7054,0.0,188.36,204.7,0.92,37.557,36.444,2.965,7.074396,7.459871,-5.449
centerpoint,nuscenes,scene-1077,46,0,3,19,0.4375,0.3333,0.1042,0.7187,0.6317,0.087,189.65,72.55,2.614,39.403,47.88,-21.513,7.472743,3.473599,53.516
centerpoint,nuscenes,scene-1077,47,0,3,20,0.4571,0.2162,0.2409,0.6374,0.5552,0.0821,195.11,67.69,2.882,38.008,49.443,-30.086,7.415708,3.346866,54.868
centerpoint,nuscenes,scene-1077,48,0,3,20,0.4848,0.3125,0.1723,0.6083,0.5407,0.0676,188.18,73.43,2.563,37.026,45.888,-23.934,6.967423,3.369362,51.641
centerpoint,nuscenes,scene-1077,49,0,3,20,0.375,0.2778,0.0972,0.7025,0.6139,0.0886,208.65,76.1,2.742,36.628,45.985,-25.546,7.642464,3.499559,54.209
centerpoint,nuscenes,scene-1077,50,1,3,21,0.3636,0.3636,0.0,0.6707,0.6707,0.0,186.41,203.34,0.917,38.568,36.324,5.817,7.189391,7.386265,-2.738
centerpoint,nuscenes,scene-1077,51,0,3,21,0.3529,0.3429,0.0101,0.7027,0.6792,0.0234,192.09,74.3,2.585,38.16,45.736,-19.855,7.330331,3.398441,53.639
centerpoint,nuscenes,scene-1077,52,0,3,20,0.3684,0.3415,0.027,0.6122,0.5769,0.0354,193.92,76.62,2.531,38.985,46.891,-20.281,7.559859,3.592788,52.475
centerpoint,nuscenes,scene-1077,53,0,3,20,0.2927,0.2564,0.0363,0.6595,0.5964,0.0631,189.8,71.93,2.639,38.477,47.596,-23.699,7.303025,3.423364,53.124
centerpoint,nuscenes,scene-1077,54,0,3,20,0.4,0.3333,0.0667,0.7043,0.6256,0.0788,191.56,77.04,2.486,37.942,47.897,-26.238,7.268085,3.6901,49.229
centerpoint,nuscenes,scene-1077,55,1,3,20,0.4706,0.4706,0.0,0.6673,0.6673,0.0,212.82,202.67,1.05,36.245,36.675,-1.186,7.713662,7.4331,3.637
centerpoint,nuscenes,scene-1077,56,0,3,20,0.4615,0.2927,0.1689,0.6131,0.5541,0.059,193.59,76.49,2.531,36.515,46.239,-26.63,7.069178,3.536812,49.969
centerpoint,nuscenes,scene-1077,57,0,3,21,0.4211,0.2727,0.1483,0.6613,0.6407,0.0206,202.62,73.39,2.761,37.339,48.251,-29.225,7.565511,3.540987,53.196
centerpoint,nuscenes,scene-1077,58,0,3,21,0.3684,0.2381,0.1303,0.7251,0.7026,0.0225,196.8,73.69,2.671,38.575,46.28,-19.974,7.591657,3.41056,55.075
centerpoint,nuscenes,scene-1077,59,0,3,21,0.4706,0.3415,0.1291,0.6818,0.5879,0.0939,186.59,67.24,2.775,38.273,47.956,-25.3,7.141327,3.22447,54.848
centerpoint,nuscenes,scene-1077,60,1,3,20,0.5405,0.5405,0.0,0.605,0.605,0.0,184.32,218.18,0.845,38.835,35.409,8.822,7.157982,7.725603,-7.93
centerpoint,nuscenes,scene-1077,61,0,3,20,0.4737,0.3043,0.1693,0.6908,0.6262,0.0646,203.57,71.73,2.838,37.603,47.476,-26.256,7.654904,3.405556,55.511
centerpoint,nuscenes,scene-1077,62,0,3,19,0.5143,0.2439,0.2704,0.6461,0.682,-0.0359,185.61,69.39,2.675,37.359,49.509,-32.522,6.93419,3.435319,50.458
centerpoint,nuscenes,scene-1077,63,0,3,19,0.4865,0.1667,0.3198,0.6703,0.6717,-0.0014,190.11,70.27,2.705,37.555,47.32,-26.001,7.139609,3.325243,53.425
centerpoint,nuscenes,scene-1077,64,0,3,19,0.4865,0.25,0.2365,0.6688,0.6674,0.0013,187.27,67.06,2.793,37.914,49.634,-30.91,7.100361,3.328463,53.123
centerpoint,nuscenes,scene-1077,65,1,3,21,0.4706,0.4706,0.0,0.5731,0.5731,0.0,187.31,205.02,0.914,38.623,36.942,4.351,7.234566,7.573853,-4.69
centerpoint,nuscenes,scene-1077,66,0,3,21,0.3902,0.3636,0.0266,0.6415,0.5865,0.055,218.59,74.08,2.951,39.681,45.008,-13.425,8.674009,3.334348,61.559
centerpoint,nuscenes,scene-1077,67,0,3,25,0.4211,0.2791,0.142,0.61,0.6366,-0.0266,187.4,72.46,2.586,38.203,45.297,-18.57,7.159045,3.282413,54.15
centerpoint,nuscenes,scene-1077,68,0,3,25,0.3077,0.2326,0.0751,0.6819,0.6961,-0.0142,189.59,70.52,2.688,38.423,46.006,-19.735,7.284779,3.244569,55.461
centerpoint,nuscenes,scene-1077,69,0,3,25,0.2857,0.2273,0.0584,0.6861,0.6802,0.0059,186.73,70.8,2.638,37.058,47.212,-27.4,6.919893,3.342434,51.698
centerpoint,nuscenes,scene-1077,70,1,3,27,0.3636,0.3636,0.0,0.6504,0.6504,0.0,196.63,202.7,0.97,40.083,36.095,9.949,7.881705,7.316473,7.171
centerpoint,nuscenes,scene-1077,71,0,3,27,0.3404,0.2979,0.0426,0.6664,0.6594,0.007,187.63,68.51,2.739,36.658,48.168,-31.398,6.878294,3.299801,52.026
